iata_code,name,latitude_deg,longitude_deg,municipality,country_name
CTB,Cut Bank International Airport,48.608657,-112.378183,Cut Bank,United States
CTY,Cross City Airport,29.63549995,-83.10479736,Cross City,United States
CTZ,Sampson County Airport,34.9756012,-78.36460114,Clinton,United States
CUB,Jim Hamilton L.B. Owens Airport,33.97050095,-80.99520111,Columbia,United States
CUH,Cushing Municipal Airport,35.950496,-96.772371,Cushing,United States
CVG,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,Cincinnati / Covington,United States
HLI,Hollister Municipal Airport,36.8932991,-121.4100037,Hollister,United States
CKK,Sharp County Regional Airport,36.26490021,-91.56259918,Ash Flat,United States
CVN,Clovis Municipal Airport,34.426594,-103.078794,Clovis,United States
CVO,Corvallis Municipal Airport,44.49720001,-123.2900009,Corvallis,United States
CVS,Cannon Air Force Base,34.382801,-103.321999,Clovis,United States
CWA,Central Wisconsin Airport,44.777448,-89.670238,Mosinee,United States
KIP,Kickapoo Downtown Airport,33.85779953,-98.49040222,Wichita Falls,United States
CWF,Chennault International Airport,30.2106,-93.143204,Lake Charles,United States
CWI,Clinton Municipal Airport,41.83110046,-90.32910156,Clinton,United States
CXL,Calexico International Airport,32.66949844,-115.5130005,Calexico,United States
CXO,Conroe-North Houston Regional Airport,30.351801,-95.414497,Houston,United States
CSN,Carson Airport,39.194331,-119.734312,Carson City,United States
HAR,Capital City Airport,40.21709824,-76.85150146,Harrisburg,United States
CYS,Cheyenne Regional Jerry Olson Field,41.155701,-104.811997,Cheyenne,United States
CZK,Cascade Locks State Airport,45.676599,-121.878879,Cascade Locks,United States
CZT,Dimmit County Airport,28.522199630699998,-99.82360077,Carrizo Springs,United States
VEX,Tioga Municipal Airport,48.38050079,-102.8980026,Tioga,United States
DAA,Davison Army Air Field,38.715000152600005,-77.18099976,Fort Belvoir,United States
DAB,Daytona Beach International Airport,29.18255,-81.059464,Daytona Beach,United States
DAG,Barstow Daggett Airport,34.85369873,-116.7870026,Daggett,United States
DAL,Dallas Love Field,32.844776,-96.847653,Dallas,United States
DAN,Danville Regional Airport,36.572899,-79.336098,Danville,United States
DAY,James M. Cox Dayton International Airport,39.902401,-84.219398,Dayton,United States
DBN,W H 'Bud' Barron Airport,32.5644,-82.985298,Dublin,United States
DBQ,Dubuque Regional Airport,42.402,-90.709503,Dubuque,United States
DCA,Ronald Reagan Washington National Airport,38.8521,-77.037697,Washington,United States
DCU,Pryor Field Regional Airport,34.652698516799994,-86.94539642,Decatur,United States
DDC,Dodge City Regional Airport,37.76340103149414,-99.96559906,Dodge City,United States
DEC,Decatur Airport,39.834598541259766,-88.86569977,Decatur,United States
DEH,Decorah Municipal Airport,43.275501,-91.739403,Decorah,United States
DEN,Denver International Airport,39.860027,-104.673792,Denver,United States
DET,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,Detroit,United States
DFI,Defiance Memorial Airport,41.33750153,-84.42880249,Defiance,United States
DFW,Dallas Fort Worth International Airport,32.896801,-97.038002,Dallas-Fort Worth,United States
DGL,Douglas Municipal Airport,31.34259987,-109.5059967,Douglas,United States
DGW,Converse County Airport,42.79719925,-105.3860016,Douglas,United States
DHN,Dothan Regional Airport,31.321300506591797,-85.44960022,Dothan,United States
DHT,Dalhart Municipal Airport,36.02259827,-102.5469971,Dalhart,United States
DIK,Dickinson Theodore Roosevelt Regional Airport,46.797533,-102.801905,Dickinson,United States
DKK,Chautauqua County-Dunkirk Airport,42.49247,-79.273102,Dunkirk,United States
DLL,Dillon County Airport,34.44910049,-79.36859894,Dillon,United States
DLF,Laughlin Air Force Base,29.359501,-100.778002,Del Rio,United States
DLH,Duluth International Airport,46.841873,-92.198746,Duluth,United States
DLN,Dillon Airport,45.255401611299995,-112.5530014,Dillon,United States
DLS,Columbia Gorge Regional Airport,45.620979,-121.170777,Dallesport / The Dalles,United States
DMA,Davis Monthan Air Force Base,32.16650009,-110.8830032,Tucson,United States
DMN,Deming Municipal Airport,32.26229858,-107.7210007,Deming,United States
DMO,Sedalia Memorial Airport,38.70740127559999,-93.17590332,Sedalia,United States
DNL,Daniel Field,33.46649933,-82.03939819,Augusta,United States
DNN,Dalton Municipal Airport,34.72290039,-84.87020111,Dalton,United States
DNS,Denison Municipal Airport,41.9864006,-95.38069916,Denison,United States
DNV,Vermilion Regional Airport,40.199124,-87.59663,Danville,United States
DOV,Dover Civil Air Terminal/Dover Air Force Base,39.129501,-75.466003,Dover,United States
DPA,Dupage Airport,41.90779877,-88.24859619,Chicago/West Chicago,United States
DPG,Michael AAF (Dugway Proving Ground) Airport,40.197396,-112.935094,Dugway Proving Ground,United States
DRA,Desert Rock Airport,36.6194,-116.032997,Mercury,United States
DRI,Beauregard Regional Airport,30.831699,-93.339897,DeRidder,United States
DRE,Drummond Island Airport,46.00930023,-83.74389648,Drummond Island,United States
DRO,Durango La Plata County Airport,37.151501,-107.753998,Durango,United States
DRT,Del Rio International Airport,29.37420082,-100.927002,Del Rio,United States
KDS,Kamaran Downs Airport,-24.3388,139.2785,Kamaran Downs,Australia
DSM,Des Moines International Airport,41.534027,-93.656719,Des Moines,United States
DSV,Dansville Municipal Airport,42.570545,-77.713273,Dansville,United States
DTA,Delta Municipal Airport,39.38059998,-112.5080032,Delta,United States
DTL,Detroit Lakes Airport,46.824301,-95.883322,Detroit Lakes,United States
DTN,Shreveport Downtown Airport,32.54019928,-93.74500275,Shreveport,United States
DSI,Destin Executive Airport,30.400101,-86.471497,Destin,United States
DTW,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,Detroit,United States
DUA,Durant Regional Airport - Eaker Field,33.939675,-96.395072,Durant,United States
DUC,Halliburton Field,34.47090149,-97.9598999,Duncan,United States
DUG,Bisbee Douglas International Airport,31.464139,-109.60456,Douglas Bisbee,United States
DUJ,DuBois Regional Airport,41.17829895,-78.8986969,Dubois,United States
DVL,Devils Lake Regional Airport,48.115454,-98.908796,Devils Lake,United States
DVN,Davenport Municipal Airport,41.610432,-90.589693,Davenport,United States
NOT,Marin County Airport - Gnoss Field,38.14360046,-122.5559998,Novato,United States
NSL,Slayton Municipal Airport,43.986801,-95.7826,Slayton,United States
DVT,Phoenix Deer Valley Airport,33.68830109,-112.0830002,Phoenix,United States
DWH,David Wayne Hooks Memorial Airport,30.0618,-95.55280304,Houston,United States
DXR,Danbury Municipal Airport,41.371656,-73.482227,Danbury,United States
DYL,Doylestown Airport,40.33300018,-75.12229919,Doylestown,United States
DYS,Dyess Air Force Base,32.420799,-99.854599,Abilene,United States
LBN,Lake Baringo (Kampi Ya Samaki) Airport,0.603167,36.013,Lake Baringo,Kenya
VPG,Vipingo Estate Airport,-3.806666667,39.79738889,Vipingo Estate,Kenya
KTJ,Kichwa Tembo Airport,-1.263497,35.027533,Kichwa Tembo,Kenya
OSJ,Ol Seki Airstrip,-1.378382,35.378453,,Kenya
OLG,Olare Orok Airfield,-1.324213,35.246106,,Kenya
HKR,Mara North Conservancy Airstrip,-1.14542,35.124922,Mara,Kenya
ANA,Angama Airport,-1.27156,34.955513,Maasai Mara,Kenya
MDR,Musiara Airstrip,-1.298636,35.063885,Musiara,Kenya
OLX,Olkiombo Airport,-1.408586,35.110689,Olkiombo,Kenya
KRV,Kerio Valley Airport,0.319638,35.66256,Kimwarer,Kenya
KIU,Kiunga Airport,-1.743829012,41.484344482421875,Kiunga,Kenya
LBK,Liboi Airport,0.348333,40.881699,Liboi,Kenya
LKU,Lake Rudolf Airport,3.416256,35.885468,Kalokol,Kenya
MIF,Roy Hurd Memorial Airport,31.58250046,-102.9089966,Monahans,United States
CCG,Crane County Airport,31.415100097699998,-102.362999,Crane,United States
ESO,Ohkay Owingeh Airport,36.026133,-106.045443,Espanola,United States
WTR,Whiteriver Airport,33.810175,-109.986555,Whiteriver,United States
ALE,Alpine Casparis Municipal Airport,30.384199,-103.683998,Alpine,United States
BGT,Bagdad Airport,34.592796,-113.171993,Bagdad,United States
EAN,Phifer Airfield,42.0555,-104.929001,Wheatland,United States
EAR,Kearney Regional Airport,40.727001,-99.006798,Kearney,United States
EAT,Pangborn Memorial Airport,47.398899,-120.207001,Wenatchee,United States
EAU,Chippewa Valley Regional Airport,44.86579895019531,-91.48429871,Eau Claire,United States
KEB,Nanwalek Airport,59.3521,-151.925003,Nanwalek,United States
EBS,Webster City Municipal Airport,42.436848,-93.869905,Webster City,United States
ECG,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,Elizabeth City,United States
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,Panama City Beach,United States
ECS,Mondell Field,43.88379,-104.314156,Newcastle,United States
EDE,Northeastern Regional Airport,36.027698516799994,-76.56710052,Edenton,United States
ETS,Enterprise Municipal Airport,31.29969978,-85.89990234,Enterprise,United States
EDW,Edwards Air Force Base,34.910781,-117.886391,Edwards,United States
EED,Needles Airport,34.7663002,-114.6230011,Needles,United States
EEN,Dillant Hopkins Airport,42.898399,-72.270798,Keene,United States
EFD,Ellington Airport,29.607299804700002,-95.15879822,Houston,United States
EFK,Northeast Kingdom International Airport,44.888802,-72.229202,Newport,United States
EFW,Jefferson Municipal Airport,42.009866,-94.341717,Jefferson,United States
EGE,Eagle County Regional Airport,39.64260101,-106.9179993,Eagle,United States
EGI,Duke Field,30.65040016,-86.52290344,Crestview,United States
EGV,Eagle River Union Airport,45.932300567599995,-89.26830292,Eagle River,United States
KEK,Ekwok Airport,59.3568,-157.470993,Ekwok,United States
EKA,Murray Field,40.803398,-124.112999,Eureka,United States
EKI,Elkhart Municipal Airport,41.7193985,-86.00319672,Elkhart,United States
EKN,Elkins-Randolph County Regional Airport,38.889759,-79.857651,Elkins,United States
EKO,Elko Regional Airport,40.82490158081055,-115.7919998,Elko,United States
EKX,Addington Field / Elizabethtown Regional Airport,37.686001,-85.925003,Elizabethtown,United States
ELA,Eagle Lake Airport,29.600599288900003,-96.32189941,Eagle Lake,United States
ELD,South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,El Dorado,United States
ELK,Elk City Regional Business Airport,35.43080139,-99.39430237,Elk City,United States
ELM,Elmira Corning Regional Airport,42.15990067,-76.89160156,Elmira/Corning,United States
ELN,Bowers Field,47.03300095,-120.5309982,Ellensburg,United States
LYU,Ely Municipal Airport,47.82450104,-91.83070374,Ely,United States
ELP,El Paso International Airport,31.809908,-106.375607,El Paso,United States
ELY,Ely Airport Yelland Field,39.29970169,-114.8420029,Ely,United States
ELZ,Wellsville Municipal Airport - Tarantine Field,42.109501,-77.989998,Wellsville,United States
EMM,Kemmerer Municipal Airport,41.82410049439999,-110.5569992,Kemmerer,United States
EMP,Emporia Municipal Airport,38.33209991,-96.19120026,Emporia,United States
EMT,San Gabriel Valley Airport,34.086102,-118.035004,El Monte,United States
END,Vance Air Force Base,36.339199,-97.916496,Enid,United States
ENL,Centralia Municipal Airport,38.515099,-89.091103,Centralia,United States
ENV,Wendover Airport,40.71870041,-114.0309982,Wendover,United States
ENW,Kenosha Regional Airport,42.59569931,-87.92780304,Kenosha,United States
EOK,Keokuk Municipal Airport,40.459899902299995,-91.42849731,Keokuk,United States
EOS,Neosho Hugh Robinson Airport,36.810799,-94.391701,Neosho,United States
EPH,Ephrata Municipal Airport,47.307598,-119.515999,Ephrata,United States
EDK,Captain Jack Thomas El Dorado Airport,37.77410126,-96.81759644,El Dorado,United States
ERI,Erie International Tom Ridge Field,42.083127,-80.173867,Erie,United States
ERR,Errol Airport,44.7925,-71.1642,Errol,United States
ERV,Kerrville / Kerr County Airport at Louis Schreiner Field,29.9767,-99.085701,Kerrville,United States
ESC,Delta County Airport,45.723199,-87.088623,Escanaba,United States
ESF,Esler Army Airfield / Esler Regional Airport,31.394266,-92.294082,Alexandria,United States
ESN,Easton Airport / Newnam Field,38.804199,-76.069,Easton,United States
EST,Estherville Municipal Airport,43.407398,-94.746399,Estherville,United States
ESW,Easton State Airport,47.25419998,-121.185997,Easton,United States
ETB,West Bend Municipal Airport,43.422278,-88.128966,West Bend,United States
ETN,Eastland Municipal Airport,32.41350174,-98.80979919,Eastland,United States
EUF,Weedon Field,31.95129967,-85.12889862,Eufaula,United States
EUG,Eugene Airport,44.124599,-123.211998,Eugene,United States
EVM,Eveleth–Virginia Municipal Airport,47.42458,-92.499204,Eveleth,United States
EVV,Evansville Regional Airport,38.03699875,-87.53240204,Evansville,United States
EVW,Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,Evanston,United States
EWB,New Bedford Regional Airport,41.67610168457031,-70.95690155,New Bedford,United States
EWK,Newton City-County Airport,38.058200836199994,-97.27449799,Newton,United States
EWN,Coastal Carolina Regional Airport,35.07300186,-77.04290009,New Bern,United States
EWR,Newark Liberty International Airport,40.6894,-74.170545,Newark,United States
EYW,Key West International Airport,24.556119,-81.759579,Key West,United States
WIB,Wilbarger County Airport,34.22570038,-99.28379822,Vernon,United States
RBK,French Valley Airport,33.5742,-117.127998,Murrieta,United States
FAF,Felker Army Air Field,37.1325,-76.608803,Newport News (Fort Eustis),United States
FAM,Farmington Regional Airport,37.761101,-90.428597,Farmington,United States
FAR,Hector International Airport,46.9207,-96.815804,Fargo,United States
FAT,Fresno Yosemite International Airport,36.775767,-119.718018,Fresno,United States
FAY,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,Fayetteville,United States
FBG,Simmons Army Air Field,35.13180161,-78.93669891,Fort Bragg,United States
FBL,Faribault Municipal Airport-Liz Wall Strohfus Field,44.32844,-93.312534,Faribault,United States
FBR,Fort Bridger Airport,41.39189911,-110.4069977,Fort Bridger,United States
FBY,Fairbury Municipal Airport,40.182998657199995,-97.16929626,Fairbury,United States
FCH,Fresno Chandler Executive Airport,36.732399,-119.82,Fresno,United States
FCM,Flying Cloud Airport,44.82720184,-93.45709991,Minneapolis,United States
FCS,Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038,Fort Carson,United States
FCY,Forrest City Municipal Airport,34.942001342800005,-90.77500153,Forrest City,United States
FDK,Frederick Municipal Airport,39.417598724399994,-77.3742981,Frederick,United States
FDR,Frederick Regional Airport,34.35200119,-98.98390198,Frederick,United States
FDY,Findlay Airport,41.013500213600004,-83.66870117,Findlay,United States
FEP,Albertus Airport,42.24620056,-89.58200073,Freeport,United States
FET,Fremont Municipal Airport,41.45024,-96.522884,Fremont,United States
FFA,First Flight Airport,36.01819992,-75.6713028,Kill Devil Hills,United States
FFL,Fairfield Municipal Airport,41.053024,-91.980114,Fairfield,United States
FFM,Fergus Falls Municipal Airport - Einar Mickelson Field,46.28440094,-96.15670013,Fergus Falls,United States
FFO,Wright-Patterson Air Force Base,39.826099,-84.048302,Dayton,United States
FFT,Capital City Airport,38.181698,-84.906764,Frankfort,United States
MSC,Falcon Field,33.4608,-111.727997,Mesa,United States
FRD,Friday Harbor Airport,48.523654,-123.024645,Friday Harbor,United States
FHU,Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,Fort Huachuca / Sierra Vista,United States
FKL,Venango Regional Airport,41.37789917,-79.86039734,Franklin,United States
FKN,Franklin Regional Airport,36.698101,-76.903801,Franklin,United States
